Datum_Uhrzeit;Abfluss (m3/s);Date;Year
10.05.01;687;2001-05-10 00:00:00 UTC;2001
11.05.01;704;2001-05-11 00:00:00 UTC;2001
12.05.01;745;2001-05-12 00:00:00 UTC;2001
13.05.01;766;2001-05-13 00:00:00 UTC;2001
14.05.01;741;2001-05-14 00:00:00 UTC;2001
15.05.01;708;2001-05-15 00:00:00 UTC;2001
16.05.01;681;2001-05-16 00:00:00 UTC;2001
17.05.01;656;2001-05-17 00:00:00 UTC;2001
18.05.01;618;2001-05-18 00:00:00 UTC;2001
19.05.01;573;2001-05-19 00:00:00 UTC;2001
20.05.01;542;2001-05-20 00:00:00 UTC;2001
21.05.01;519;2001-05-21 00:00:00 UTC;2001
22.05.01;512;2001-05-22 00:00:00 UTC;2001
23.05.01;505;2001-05-23 00:00:00 UTC;2001
24.05.01;490;2001-05-24 00:00:00 UTC;2001
25.05.01;491;2001-05-25 00:00:00 UTC;2001
26.05.01;500;2001-05-26 00:00:00 UTC;2001
27.05.01;493;2001-05-27 00:00:00 UTC;2001
28.05.01;483;2001-05-28 00:00:00 UTC;2001
29.05.01;474;2001-05-29 00:00:00 UTC;2001
30.05.01;463;2001-05-30 00:00:00 UTC;2001
31.05.01;456;2001-05-31 00:00:00 UTC;2001
01.06.01;443;2001-06-01 00:00:00 UTC;2001
02.06.01;423;2001-06-02 00:00:00 UTC;2001
03.06.01;409;2001-06-03 00:00:00 UTC;2001
04.06.01;403;2001-06-04 00:00:00 UTC;2001
05.06.01;412;2001-06-05 00:00:00 UTC;2001
06.06.01;430;2001-06-06 00:00:00 UTC;2001
07.06.01;446;2001-06-07 00:00:00 UTC;2001
08.06.01;440;2001-06-08 00:00:00 UTC;2001
09.06.01;428;2001-06-09 00:00:00 UTC;2001
10.06.01;430;2001-06-10 00:00:00 UTC;2001
11.06.01;432;2001-06-11 00:00:00 UTC;2001
12.06.01;427;2001-06-12 00:00:00 UTC;2001
13.06.01;424;2001-06-13 00:00:00 UTC;2001
14.06.01;422;2001-06-14 00:00:00 UTC;2001
15.06.01;417;2001-06-15 00:00:00 UTC;2001
16.06.01;424;2001-06-16 00:00:00 UTC;2001
17.06.01;425;2001-06-17 00:00:00 UTC;2001
18.06.01;420;2001-06-18 00:00:00 UTC;2001
19.06.01;424;2001-06-19 00:00:00 UTC;2001
20.06.01;431;2001-06-20 00:00:00 UTC;2001
21.06.01;422;2001-06-21 00:00:00 UTC;2001
22.06.01;407;2001-06-22 00:00:00 UTC;2001
23.06.01;404;2001-06-23 00:00:00 UTC;2001
24.06.01;407;2001-06-24 00:00:00 UTC;2001
25.06.01;405;2001-06-25 00:00:00 UTC;2001
26.06.01;397;2001-06-26 00:00:00 UTC;2001
27.06.01;394;2001-06-27 00:00:00 UTC;2001
28.06.01;393;2001-06-28 00:00:00 UTC;2001
29.06.01;392;2001-06-29 00:00:00 UTC;2001
30.06.01;387;2001-06-30 00:00:00 UTC;2001
01.07.01;382;2001-07-01 00:00:00 UTC;2001
02.07.01;374;2001-07-02 00:00:00 UTC;2001
03.07.01;363;2001-07-03 00:00:00 UTC;2001
04.07.01;353;2001-07-04 00:00:00 UTC;2001
05.07.01;345;2001-07-05 00:00:00 UTC;2001
06.07.01;340;2001-07-06 00:00:00 UTC;2001
07.07.01;335;2001-07-07 00:00:00 UTC;2001
08.07.01;337;2001-07-08 00:00:00 UTC;2001
09.07.01;332;2001-07-09 00:00:00 UTC;2001
10.07.01;331;2001-07-10 00:00:00 UTC;2001
11.07.01;333;2001-07-11 00:00:00 UTC;2001
12.07.01;345;2001-07-12 00:00:00 UTC;2001
13.07.01;370;2001-07-13 00:00:00 UTC;2001
14.07.01;385;2001-07-14 00:00:00 UTC;2001
15.07.01;382;2001-07-15 00:00:00 UTC;2001
16.07.01;378;2001-07-16 00:00:00 UTC;2001
17.07.01;374;2001-07-17 00:00:00 UTC;2001
18.07.01;368;2001-07-18 00:00:00 UTC;2001
19.07.01;367;2001-07-19 00:00:00 UTC;2001
20.07.01;372;2001-07-20 00:00:00 UTC;2001
21.07.01;392;2001-07-21 00:00:00 UTC;2001
22.07.01;413;2001-07-22 00:00:00 UTC;2001
23.07.01;408;2001-07-23 00:00:00 UTC;2001
24.07.01;397;2001-07-24 00:00:00 UTC;2001
25.07.01;389;2001-07-25 00:00:00 UTC;2001
26.07.01;390;2001-07-26 00:00:00 UTC;2001
27.07.01;431;2001-07-27 00:00:00 UTC;2001
28.07.01;537;2001-07-28 00:00:00 UTC;2001
29.07.01;602;2001-07-29 00:00:00 UTC;2001
30.07.01;589;2001-07-30 00:00:00 UTC;2001
31.07.01;550;2001-07-31 00:00:00 UTC;2001
01.08.01;526;2001-08-01 00:00:00 UTC;2001
02.08.01;517;2001-08-02 00:00:00 UTC;2001
03.08.01;494;2001-08-03 00:00:00 UTC;2001
04.08.01;459;2001-08-04 00:00:00 UTC;2001
05.08.01;430;2001-08-05 00:00:00 UTC;2001
06.08.01;412;2001-08-06 00:00:00 UTC;2001
07.08.01;404;2001-08-07 00:00:00 UTC;2001
08.08.01;394;2001-08-08 00:00:00 UTC;2001
09.08.01;382;2001-08-09 00:00:00 UTC;2001
10.08.01;372;2001-08-10 00:00:00 UTC;2001
11.08.01;388;2001-08-11 00:00:00 UTC;2001
12.08.01;416;2001-08-12 00:00:00 UTC;2001
13.08.01;415;2001-08-13 00:00:00 UTC;2001
14.08.01;408;2001-08-14 00:00:00 UTC;2001
15.08.01;405;2001-08-15 00:00:00 UTC;2001
16.08.01;398;2001-08-16 00:00:00 UTC;2001
17.08.01;383;2001-08-17 00:00:00 UTC;2001
18.08.01;376;2001-08-18 00:00:00 UTC;2001
19.08.01;370;2001-08-19 00:00:00 UTC;2001
20.08.01;358;2001-08-20 00:00:00 UTC;2001
21.08.01;342;2001-08-21 00:00:00 UTC;2001
22.08.01;333;2001-08-22 00:00:00 UTC;2001
23.08.01;334;2001-08-23 00:00:00 UTC;2001
24.08.01;342;2001-08-24 00:00:00 UTC;2001
25.08.01;351;2001-08-25 00:00:00 UTC;2001
26.08.01;354;2001-08-26 00:00:00 UTC;2001
27.08.01;356;2001-08-27 00:00:00 UTC;2001
28.08.01;375;2001-08-28 00:00:00 UTC;2001
29.08.01;392;2001-08-29 00:00:00 UTC;2001
30.08.01;388;2001-08-30 00:00:00 UTC;2001
31.08.01;371;2001-08-31 00:00:00 UTC;2001
01.09.01;352;2001-09-01 00:00:00 UTC;2001
02.09.01;336;2001-09-02 00:00:00 UTC;2001
03.09.01;333;2001-09-03 00:00:00 UTC;2001
04.09.01;337;2001-09-04 00:00:00 UTC;2001
05.09.01;338;2001-09-05 00:00:00 UTC;2001
06.09.01;338;2001-09-06 00:00:00 UTC;2001
07.09.01;344;2001-09-07 00:00:00 UTC;2001
08.09.01;375;2001-09-08 00:00:00 UTC;2001
09.09.01;417;2001-09-09 00:00:00 UTC;2001
10.09.01;453;2001-09-10 00:00:00 UTC;2001
11.09.01;483;2001-09-11 00:00:00 UTC;2001
12.09.01;506;2001-09-12 00:00:00 UTC;2001
13.09.01;522;2001-09-13 00:00:00 UTC;2001
14.09.01;539;2001-09-14 00:00:00 UTC;2001
15.09.01;577;2001-09-15 00:00:00 UTC;2001
16.09.01;659;2001-09-16 00:00:00 UTC;2001
17.09.01;750;2001-09-17 00:00:00 UTC;2001
18.09.01;801;2001-09-18 00:00:00 UTC;2001
19.09.01;820;2001-09-19 00:00:00 UTC;2001
20.09.01;827;2001-09-20 00:00:00 UTC;2001
21.09.01;823;2001-09-21 00:00:00 UTC;2001
22.09.01;807;2001-09-22 00:00:00 UTC;2001
23.09.01;801;2001-09-23 00:00:00 UTC;2001
24.09.01;826;2001-09-24 00:00:00 UTC;2001
25.09.01;872;2001-09-25 00:00:00 UTC;2001
26.09.01;897;2001-09-26 00:00:00 UTC;2001
27.09.01;890;2001-09-27 00:00:00 UTC;2001
28.09.01;869;2001-09-28 00:00:00 UTC;2001
29.09.01;836;2001-09-29 00:00:00 UTC;2001
30.09.01;800;2001-09-30 00:00:00 UTC;2001
01.10.01;769;2001-10-01 00:00:00 UTC;2001
02.10.01;757;2001-10-02 00:00:00 UTC;2001
03.10.01;747;2001-10-03 00:00:00 UTC;2001
04.10.01;727;2001-10-04 00:00:00 UTC;2001
05.10.01;709;2001-10-05 00:00:00 UTC;2001
06.10.01;700;2001-10-06 00:00:00 UTC;2001
07.10.01;699;2001-10-07 00:00:00 UTC;2001
08.10.01;695;2001-10-08 00:00:00 UTC;2001
09.10.01;690;2001-10-09 00:00:00 UTC;2001
10.10.01;697;2001-10-10 00:00:00 UTC;2001
11.10.01;705;2001-10-11 00:00:00 UTC;2001
12.10.01;707;2001-10-12 00:00:00 UTC;2001
13.10.01;695;2001-10-13 00:00:00 UTC;2001
14.10.01;672;2001-10-14 00:00:00 UTC;2001
15.10.01;647;2001-10-15 00:00:00 UTC;2001
16.10.01;630;2001-10-16 00:00:00 UTC;2001
17.10.01;612;2001-10-17 00:00:00 UTC;2001
18.10.01;589;2001-10-18 00:00:00 UTC;2001
19.10.01;567;2001-10-19 00:00:00 UTC;2001
20.10.01;547;2001-10-20 00:00:00 UTC;2001
21.10.01;524;2001-10-21 00:00:00 UTC;2001
22.10.01;511;2001-10-22 00:00:00 UTC;2001
23.10.01;513;2001-10-23 00:00:00 UTC;2001
24.10.01;517;2001-10-24 00:00:00 UTC;2001
25.10.01;522;2001-10-25 00:00:00 UTC;2001
26.10.01;510;2001-10-26 00:00:00 UTC;2001
27.10.01;490;2001-10-27 00:00:00 UTC;2001
28.10.01;480;2001-10-28 00:00:00 UTC;2001
29.10.01;484;2001-10-29 00:00:00 UTC;2001
30.10.01;486;2001-10-30 00:00:00 UTC;2001
31.10.01;486;2001-10-31 00:00:00 UTC;2001
01.11.01;480;2001-11-01 00:00:00 UTC;2001
02.11.01;472;2001-11-02 00:00:00 UTC;2001
03.11.01;467;2001-11-03 00:00:00 UTC;2001
04.11.01;458;2001-11-04 00:00:00 UTC;2001
05.11.01;456;2001-11-05 00:00:00 UTC;2001
06.11.01;461;2001-11-06 00:00:00 UTC;2001
07.11.01;466;2001-11-07 00:00:00 UTC;2001
08.11.01;463;2001-11-08 00:00:00 UTC;2001
09.11.01;458;2001-11-09 00:00:00 UTC;2001
10.11.01;455;2001-11-10 00:00:00 UTC;2001
11.11.01;453;2001-11-11 00:00:00 UTC;2001
12.11.01;462;2001-11-12 00:00:00 UTC;2001
13.11.01;505;2001-11-13 00:00:00 UTC;2001
14.11.01;575;2001-11-14 00:00:00 UTC;2001
15.11.01;632;2001-11-15 00:00:00 UTC;2001
16.11.01;669;2001-11-16 00:00:00 UTC;2001
17.11.01;673;2001-11-17 00:00:00 UTC;2001
18.11.01;651;2001-11-18 00:00:00 UTC;2001
19.11.01;622;2001-11-19 00:00:00 UTC;2001
20.11.01;589;2001-11-20 00:00:00 UTC;2001
21.11.01;556;2001-11-21 00:00:00 UTC;2001
22.11.01;539;2001-11-22 00:00:00 UTC;2001
23.11.01;529;2001-11-23 00:00:00 UTC;2001
24.11.01;516;2001-11-24 00:00:00 UTC;2001
25.11.01;519;2001-11-25 00:00:00 UTC;2001
26.11.01;542;2001-11-26 00:00:00 UTC;2001
27.11.01;577;2001-11-27 00:00:00 UTC;2001
28.11.01;607;2001-11-28 00:00:00 UTC;2001
29.11.01;640;2001-11-29 00:00:00 UTC;2001
30.11.01;677;2001-11-30 00:00:00 UTC;2001
01.12.01;695;2001-12-01 00:00:00 UTC;2001
02.12.01;715;2001-12-02 00:00:00 UTC;2001
03.12.01;739;2001-12-03 00:00:00 UTC;2001
04.12.01;769;2001-12-04 00:00:00 UTC;2001
05.12.01;807;2001-12-05 00:00:00 UTC;2001
06.12.01;844;2001-12-06 00:00:00 UTC;2001
07.12.01;872;2001-12-07 00:00:00 UTC;2001
08.12.01;879;2001-12-08 00:00:00 UTC;2001
09.12.01;872;2001-12-09 00:00:00 UTC;2001
10.12.01;880;2001-12-10 00:00:00 UTC;2001
11.12.01;933;2001-12-11 00:00:00 UTC;2001
12.12.01;994;2001-12-12 00:00:00 UTC;2001
13.12.01;1020;2001-12-13 00:00:00 UTC;2001
14.12.01;1030;2001-12-14 00:00:00 UTC;2001
15.12.01;1010;2001-12-15 00:00:00 UTC;2001
16.12.01;978;2001-12-16 00:00:00 UTC;2001
17.12.01;946;2001-12-17 00:00:00 UTC;2001
18.12.01;915;2001-12-18 00:00:00 UTC;2001
19.12.01;882;2001-12-19 00:00:00 UTC;2001
20.12.01;833;2001-12-20 00:00:00 UTC;2001
21.12.01;776;2001-12-21 00:00:00 UTC;2001
22.12.01;744;2001-12-22 00:00:00 UTC;2001
23.12.01;730;2001-12-23 00:00:00 UTC;2001
24.12.01;716;2001-12-24 00:00:00 UTC;2001
25.12.01;704;2001-12-25 00:00:00 UTC;2001
26.12.01;701;2001-12-26 00:00:00 UTC;2001
27.12.01;694;2001-12-27 00:00:00 UTC;2001
28.12.01;683;2001-12-28 00:00:00 UTC;2001
29.12.01;682;2001-12-29 00:00:00 UTC;2001
30.12.01;708;2001-12-30 00:00:00 UTC;2001
31.12.01;722;2001-12-31 00:00:00 UTC;2001
01.01.02;720;2002-01-01 00:00:00 UTC;2002
02.01.02;728;2002-01-02 00:00:00 UTC;2002
03.01.02;758;2002-01-03 00:00:00 UTC;2002
04.01.02;763;2002-01-04 00:00:00 UTC;2002
05.01.02;742;2002-01-05 00:00:00 UTC;2002
06.01.02;718;2002-01-06 00:00:00 UTC;2002
07.01.02;694;2002-01-07 00:00:00 UTC;2002
08.01.02;662;2002-01-08 00:00:00 UTC;2002
09.01.02;636;2002-01-09 00:00:00 UTC;2002
10.01.02;634;2002-01-10 00:00:00 UTC;2002
11.01.02;661;2002-01-11 00:00:00 UTC;2002
12.01.02;682;2002-01-12 00:00:00 UTC;2002
13.01.02;686;2002-01-13 00:00:00 UTC;2002
14.01.02;689;2002-01-14 00:00:00 UTC;2002
15.01.02;684;2002-01-15 00:00:00 UTC;2002
16.01.02;672;2002-01-16 00:00:00 UTC;2002
17.01.02;658;2002-01-17 00:00:00 UTC;2002
18.01.02;652;2002-01-18 00:00:00 UTC;2002
19.01.02;655;2002-01-19 00:00:00 UTC;2002
20.01.02;638;2002-01-20 00:00:00 UTC;2002
21.01.02;636;2002-01-21 00:00:00 UTC;2002
22.01.02;655;2002-01-22 00:00:00 UTC;2002
23.01.02;674;2002-01-23 00:00:00 UTC;2002
24.01.02;687;2002-01-24 00:00:00 UTC;2002
25.01.02;748;2002-01-25 00:00:00 UTC;2002
26.01.02;905;2002-01-26 00:00:00 UTC;2002
27.01.02;1070;2002-01-27 00:00:00 UTC;2002
28.01.02;1200;2002-01-28 00:00:00 UTC;2002
29.01.02;1310;2002-01-29 00:00:00 UTC;2002
30.01.02;1430;2002-01-30 00:00:00 UTC;2002
31.01.02;1540;2002-01-31 00:00:00 UTC;2002
01.02.02;1620;2002-02-01 00:00:00 UTC;2002
02.02.02;1730;2002-02-02 00:00:00 UTC;2002
03.02.02;1860;2002-02-03 00:00:00 UTC;2002
04.02.02;1970;2002-02-04 00:00:00 UTC;2002
05.02.02;2090;2002-02-05 00:00:00 UTC;2002
06.02.02;2230;2002-02-06 00:00:00 UTC;2002
07.02.02;2330;2002-02-07 00:00:00 UTC;2002
08.02.02;2360;2002-02-08 00:00:00 UTC;2002
09.02.02;2280;2002-02-09 00:00:00 UTC;2002
10.02.02;2100;2002-02-10 00:00:00 UTC;2002
11.02.02;1920;2002-02-11 00:00:00 UTC;2002
12.02.02;1780;2002-02-12 00:00:00 UTC;2002
13.02.02;1680;2002-02-13 00:00:00 UTC;2002
14.02.02;1610;2002-02-14 00:00:00 UTC;2002
15.02.02;1550;2002-02-15 00:00:00 UTC;2002
16.02.02;1520;2002-02-16 00:00:00 UTC;2002
17.02.02;1520;2002-02-17 00:00:00 UTC;2002
18.02.02;1560;2002-02-18 00:00:00 UTC;2002
19.02.02;1640;2002-02-19 00:00:00 UTC;2002
20.02.02;1770;2002-02-20 00:00:00 UTC;2002
21.02.02;1900;2002-02-21 00:00:00 UTC;2002
22.02.02;2020;2002-02-22 00:00:00 UTC;2002
23.02.02;2060;2002-02-23 00:00:00 UTC;2002
24.02.02;2010;2002-02-24 00:00:00 UTC;2002
25.02.02;1910;2002-02-25 00:00:00 UTC;2002
26.02.02;1840;2002-02-26 00:00:00 UTC;2002
27.02.02;1810;2002-02-27 00:00:00 UTC;2002
28.02.02;1830;2002-02-28 00:00:00 UTC;2002
01.03.02;1870;2002-03-01 00:00:00 UTC;2002
02.03.02;1900;2002-03-02 00:00:00 UTC;2002
03.03.02;1950;2002-03-03 00:00:00 UTC;2002
04.03.02;2030;2002-03-04 00:00:00 UTC;2002
05.03.02;2140;2002-03-05 00:00:00 UTC;2002
06.03.02;2240;2002-03-06 00:00:00 UTC;2002
07.03.02;2370;2002-03-07 00:00:00 UTC;2002
08.03.02;2510;2002-03-08 00:00:00 UTC;2002
09.03.02;2550;2002-03-09 00:00:00 UTC;2002
10.03.02;2450;2002-03-10 00:00:00 UTC;2002
11.03.02;2290;2002-03-11 00:00:00 UTC;2002
12.03.02;2130;2002-03-12 00:00:00 UTC;2002
13.03.02;1970;2002-03-13 00:00:00 UTC;2002
14.03.02;1840;2002-03-14 00:00:00 UTC;2002
15.03.02;1710;2002-03-15 00:00:00 UTC;2002
16.03.02;1610;2002-03-16 00:00:00 UTC;2002
17.03.02;1530;2002-03-17 00:00:00 UTC;2002
18.03.02;1460;2002-03-18 00:00:00 UTC;2002
19.03.02;1390;2002-03-19 00:00:00 UTC;2002
20.03.02;1340;2002-03-20 00:00:00 UTC;2002
21.03.02;1290;2002-03-21 00:00:00 UTC;2002
22.03.02;1260;2002-03-22 00:00:00 UTC;2002
23.03.02;1220;2002-03-23 00:00:00 UTC;2002
24.03.02;1180;2002-03-24 00:00:00 UTC;2002
25.03.02;1160;2002-03-25 00:00:00 UTC;2002
26.03.02;1180;2002-03-26 00:00:00 UTC;2002
27.03.02;1230;2002-03-27 00:00:00 UTC;2002
28.03.02;1300;2002-03-28 00:00:00 UTC;2002
29.03.02;1360;2002-03-29 00:00:00 UTC;2002
30.03.02;1430;2002-03-30 00:00:00 UTC;2002
31.03.02;1490;2002-03-31 00:00:00 UTC;2002
01.04.02;1550;2002-04-01 00:00:00 UTC;2002
02.04.02;1570;2002-04-02 00:00:00 UTC;2002
03.04.02;1570;2002-04-03 00:00:00 UTC;2002
04.04.02;1530;2002-04-04 00:00:00 UTC;2002
05.04.02;1470;2002-04-05 00:00:00 UTC;2002
06.04.02;1370;2002-04-06 00:00:00 UTC;2002
07.04.02;1270;2002-04-07 00:00:00 UTC;2002
08.04.02;1170;2002-04-08 00:00:00 UTC;2002
09.04.02;1100;2002-04-09 00:00:00 UTC;2002
10.04.02;1050;2002-04-10 00:00:00 UTC;2002
11.04.02;999;2002-04-11 00:00:00 UTC;2002
12.04.02;950;2002-04-12 00:00:00 UTC;2002
13.04.02;909;2002-04-13 00:00:00 UTC;2002
14.04.02;883;2002-04-14 00:00:00 UTC;2002
15.04.02;848;2002-04-15 00:00:00 UTC;2002
16.04.02;827;2002-04-16 00:00:00 UTC;2002
17.04.02;826;2002-04-17 00:00:00 UTC;2002
18.04.02;846;2002-04-18 00:00:00 UTC;2002
19.04.02;877;2002-04-19 00:00:00 UTC;2002
20.04.02;918;2002-04-20 00:00:00 UTC;2002
21.04.02;973;2002-04-21 00:00:00 UTC;2002
22.04.02;990;2002-04-22 00:00:00 UTC;2002
23.04.02;959;2002-04-23 00:00:00 UTC;2002
24.04.02;927;2002-04-24 00:00:00 UTC;2002
25.04.02;903;2002-04-25 00:00:00 UTC;2002
26.04.02;888;2002-04-26 00:00:00 UTC;2002
27.04.02;880;2002-04-27 00:00:00 UTC;2002
28.04.02;878;2002-04-28 00:00:00 UTC;2002
29.04.02;876;2002-04-29 00:00:00 UTC;2002
30.04.02;874;2002-04-30 00:00:00 UTC;2002
01.05.02;872;2002-05-01 00:00:00 UTC;2002
02.05.02;867;2002-05-02 00:00:00 UTC;2002
03.05.02;855;2002-05-03 00:00:00 UTC;2002
04.05.02;845;2002-05-04 00:00:00 UTC;2002
05.05.02;846;2002-05-05 00:00:00 UTC;2002
06.05.02;848;2002-05-06 00:00:00 UTC;2002
07.05.02;843;2002-05-07 00:00:00 UTC;2002
08.05.02;846;2002-05-08 00:00:00 UTC;2002
09.05.02;856;2002-05-09 00:00:00 UTC;2002
10.05.02;852;2002-05-10 00:00:00 UTC;2002
11.05.02;849;2002-05-11 00:00:00 UTC;2002
12.05.02;855;2002-05-12 00:00:00 UTC;2002
13.05.02;841;2002-05-13 00:00:00 UTC;2002
14.05.02;816;2002-05-14 00:00:00 UTC;2002
15.05.02;792;2002-05-15 00:00:00 UTC;2002
16.05.02;776;2002-05-16 00:00:00 UTC;2002
17.05.02;767;2002-05-17 00:00:00 UTC;2002
18.05.02;756;2002-05-18 00:00:00 UTC;2002
19.05.02;740;2002-05-19 00:00:00 UTC;2002
20.05.02;725;2002-05-20 00:00:00 UTC;2002
21.05.02;704;2002-05-21 00:00:00 UTC;2002
22.05.02;678;2002-05-22 00:00:00 UTC;2002
23.05.02;663;2002-05-23 00:00:00 UTC;2002
24.05.02;648;2002-05-24 00:00:00 UTC;2002
25.05.02;628;2002-05-25 00:00:00 UTC;2002
26.05.02;610;2002-05-26 00:00:00 UTC;2002
27.05.02;595;2002-05-27 00:00:00 UTC;2002
28.05.02;584;2002-05-28 00:00:00 UTC;2002
29.05.02;583;2002-05-29 00:00:00 UTC;2002
30.05.02;590;2002-05-30 00:00:00 UTC;2002
31.05.02;589;2002-05-31 00:00:00 UTC;2002
01.06.02;576;2002-06-01 00:00:00 UTC;2002
02.06.02;570;2002-06-02 00:00:00 UTC;2002
03.06.02;576;2002-06-03 00:00:00 UTC;2002
04.06.02;581;2002-06-04 00:00:00 UTC;2002
05.06.02;563;2002-06-05 00:00:00 UTC;2002
06.06.02;541;2002-06-06 00:00:00 UTC;2002
07.06.02;514;2002-06-07 00:00:00 UTC;2002
08.06.02;484;2002-06-08 00:00:00 UTC;2002
09.06.02;472;2002-06-09 00:00:00 UTC;2002
10.06.02;466;2002-06-10 00:00:00 UTC;2002
11.06.02;469;2002-06-11 00:00:00 UTC;2002
12.06.02;476;2002-06-12 00:00:00 UTC;2002
13.06.02;503;2002-06-13 00:00:00 UTC;2002
14.06.02;540;2002-06-14 00:00:00 UTC;2002
15.06.02;582;2002-06-15 00:00:00 UTC;2002
16.06.02;613;2002-06-16 00:00:00 UTC;2002
17.06.02;610;2002-06-17 00:00:00 UTC;2002
18.06.02;589;2002-06-18 00:00:00 UTC;2002
19.06.02;569;2002-06-19 00:00:00 UTC;2002
20.06.02;552;2002-06-20 00:00:00 UTC;2002
21.06.02;531;2002-06-21 00:00:00 UTC;2002
22.06.02;517;2002-06-22 00:00:00 UTC;2002
23.06.02;515;2002-06-23 00:00:00 UTC;2002
24.06.02;515;2002-06-24 00:00:00 UTC;2002
25.06.02;508;2002-06-25 00:00:00 UTC;2002
26.06.02;491;2002-06-26 00:00:00 UTC;2002
27.06.02;467;2002-06-27 00:00:00 UTC;2002
28.06.02;442;2002-06-28 00:00:00 UTC;2002
29.06.02;431;2002-06-29 00:00:00 UTC;2002
30.06.02;423;2002-06-30 00:00:00 UTC;2002
01.07.02;414;2002-07-01 00:00:00 UTC;2002
02.07.02;424;2002-07-02 00:00:00 UTC;2002
03.07.02;443;2002-07-03 00:00:00 UTC;2002
04.07.02;441;2002-07-04 00:00:00 UTC;2002
05.07.02;424;2002-07-05 00:00:00 UTC;2002
06.07.02;408;2002-07-06 00:00:00 UTC;2002
07.07.02;387;2002-07-07 00:00:00 UTC;2002
08.07.02;368;2002-07-08 00:00:00 UTC;2002
09.07.02;365;2002-07-09 00:00:00 UTC;2002
10.07.02;363;2002-07-10 00:00:00 UTC;2002
11.07.02;364;2002-07-11 00:00:00 UTC;2002
12.07.02;367;2002-07-12 00:00:00 UTC;2002
13.07.02;371;2002-07-13 00:00:00 UTC;2002
14.07.02;376;2002-07-14 00:00:00 UTC;2002
15.07.02;374;2002-07-15 00:00:00 UTC;2002
16.07.02;374;2002-07-16 00:00:00 UTC;2002
17.07.02;384;2002-07-17 00:00:00 UTC;2002
18.07.02;416;2002-07-18 00:00:00 UTC;2002
19.07.02;439;2002-07-19 00:00:00 UTC;2002
20.07.02;457;2002-07-20 00:00:00 UTC;2002
21.07.02;496;2002-07-21 00:00:00 UTC;2002
22.07.02;566;2002-07-22 00:00:00 UTC;2002
23.07.02;626;2002-07-23 00:00:00 UTC;2002
24.07.02;634;2002-07-24 00:00:00 UTC;2002
25.07.02;615;2002-07-25 00:00:00 UTC;2002
26.07.02;595;2002-07-26 00:00:00 UTC;2002
27.07.02;586;2002-07-27 00:00:00 UTC;2002
28.07.02;574;2002-07-28 00:00:00 UTC;2002
29.07.02;556;2002-07-29 00:00:00 UTC;2002
30.07.02;529;2002-07-30 00:00:00 UTC;2002
31.07.02;504;2002-07-31 00:00:00 UTC;2002
01.08.02;486;2002-08-01 00:00:00 UTC;2002
02.08.02;472;2002-08-02 00:00:00 UTC;2002
03.08.02;471;2002-08-03 00:00:00 UTC;2002
04.08.02;466;2002-08-04 00:00:00 UTC;2002
05.08.02;472;2002-08-05 00:00:00 UTC;2002
06.08.02;489;2002-08-06 00:00:00 UTC;2002
07.08.02;512;2002-08-07 00:00:00 UTC;2002
08.08.02;534;2002-08-08 00:00:00 UTC;2002
09.08.02;545;2002-08-09 00:00:00 UTC;2002
10.08.02;555;2002-08-10 00:00:00 UTC;2002
11.08.02;560;2002-08-11 00:00:00 UTC;2002
12.08.02;580;2002-08-12 00:00:00 UTC;2002
13.08.02;636;2002-08-13 00:00:00 UTC;2002
14.08.02;787;2002-08-14 00:00:00 UTC;2002
15.08.02;996;2002-08-15 00:00:00 UTC;2002
16.08.02;1160;2002-08-16 00:00:00 UTC;2002
17.08.02;1280;2002-08-17 00:00:00 UTC;2002
18.08.02;1410;2002-08-18 00:00:00 UTC;2002
19.08.02;1730;2002-08-19 00:00:00 UTC;2002
20.08.02;2520;2002-08-20 00:00:00 UTC;2002
21.08.02;3170;2002-08-21 00:00:00 UTC;2002
22.08.02;3380;2002-08-22 00:00:00 UTC;2002
23.08.02;3410;2002-08-23 00:00:00 UTC;2002
24.08.02;3380;2002-08-24 00:00:00 UTC;2002
25.08.02;3270;2002-08-25 00:00:00 UTC;2002
26.08.02;3020;2002-08-26 00:00:00 UTC;2002
27.08.02;2740;2002-08-27 00:00:00 UTC;2002
28.08.02;2530;2002-08-28 00:00:00 UTC;2002
29.08.02;2360;2002-08-29 00:00:00 UTC;2002
30.08.02;2180;2002-08-30 00:00:00 UTC;2002
31.08.02;2030;2002-08-31 00:00:00 UTC;2002
01.09.02;1900;2002-09-01 00:00:00 UTC;2002
02.09.02;1780;2002-09-02 00:00:00 UTC;2002
03.09.02;1640;2002-09-03 00:00:00 UTC;2002
04.09.02;1510;2002-09-04 00:00:00 UTC;2002
05.09.02;1390;2002-09-05 00:00:00 UTC;2002
06.09.02;1280;2002-09-06 00:00:00 UTC;2002
07.09.02;1220;2002-09-07 00:00:00 UTC;2002
08.09.02;1200;2002-09-08 00:00:00 UTC;2002
09.09.02;1180;2002-09-09 00:00:00 UTC;2002
10.09.02;1140;2002-09-10 00:00:00 UTC;2002
11.09.02;1080;2002-09-11 00:00:00 UTC;2002
12.09.02;1010;2002-09-12 00:00:00 UTC;2002
13.09.02;962;2002-09-13 00:00:00 UTC;2002
14.09.02;927;2002-09-14 00:00:00 UTC;2002
15.09.02;898;2002-09-15 00:00:00 UTC;2002
16.09.02;872;2002-09-16 00:00:00 UTC;2002
